,title,rating,date_of_stay,review,resort_name
62,"""Casa Minha is Minha Casa""",40,December 2012,"If you do not like this hotel, you are very hard to please :P We used to stay there in a group like 2-6 people. The service and rooms are worth the money, sometimes it can be noisy but that's the whole fun ;) Check in, check out super easy. Rooms were cleaned to an excellent standard every day & this is something I would notice if it was not. The breakfast every morning although I never wake up at breakfast time lol Everyone I met there was lovely.

It is less than 30 min to go to the shopping centre and clubbing at Legian. A taxi ride of about $2-$3 or you can borrow the motorbike if it's available.

If you are after a smaller hotel, clean, good times- I highly recommend. I haven't tried yet to stay in other hotel in Bali coz once I stayed in CASA MINHA, I found this hotel to be only my choice to be MINHA CASA or MY HOME in BALI :) Homey, simple and friendly",Casa Dasa Boutique Hotel
63,Your homey stay in Bali!,50,February 2013,"Casa Minha, as the name say, is 'my house' & that's exactly the feeling I have anytime I stay there & yes this was not my first stay & definitely will not be my last! Casa Minha is a homey residence for your vacation or business stay, short or long term stay, whatever your needs Casa Minha is one of the best stay in Bali at a very good location with good amenities & at very reasonable rates! And to complete the stay is the friendly services by the management & staff that will treat you as a family!",Casa Dasa Boutique Hotel
64,Personal service,40,November 2012,"One of the many great things about Casa Minha is the personal service provided by the two managers who run Casa Minha.
Helio and Santi are beyond reproach with the service they provide from the moment you get to Denpasar Airport when you are greeted by either Helio or Santi. to the moment you leave you will find both very attentive to your needs.
Santi has numerous contacts which is so beneficial to anyone who stays there as she can more often than not get all your whims catered for from playing golf, surfing, dining, diving and general day trips to parts of the island most people do not get to.
The rooms provided are adequate for couples at the moment but I understand there are new extensions planned which will be villas set up and catering more for the family.
The food provided at the future Franks cafe is still in the process of being worked on but Helios beer chicken is definitely a dish that you should try which is one of Helio's specialties.
The bintang is always cold and with the introduction of a coffee machine in the very near future you will be able to have freshly brewed coffee first thing in the morning.
Overall I found this hotel delightful but the service provided was exceptional and I would recommend it to anyone who is restricted by budget.",Casa Dasa Boutique Hotel
65,We had a great time at Casa Minha!,50,June 2012,"I stayed here for 5 months but it is also very suitable for short stays. The locations is very good (close to the beach, shopping street, a local market and a gym). The rooms are very nice and very clean and new. The owner is very kind and always helpful. She has a lot of good tips about what to visit in the surrounding area and Bali. When I come back to Bali I would definitely stay at Casa Minha again!",Casa Dasa Boutique Hotel
66,Wonderful Place,50,December 2012,"Casa Minha is a very good place to stay for Holiday, the environment is so friendly and it is very cheap with a good quality. It is close to the Shopping center, Clubs, Restaurants, Bars, and much more. And also The Internet connection is excellent.",Casa Dasa Boutique Hotel
67,My Home in Bali,50,December 2012,"Casa Minha Bali is a funtastic place to stay with reasonable room price. If you travel to Bali and want to stay in a good hotel with cheap price, then Casa Minha Bali is a perfect choice. Located in Seminyak area, close to Double Six beach, close to a gym and supermarkets, makes me easy to get everything I need in walking distance yet when you get in the room, it was so quite and peaceful! Perfect. Casa Minha Bali staff also makes me feel like home as they are friendly and treat me as family member. Casa Minha is my home when I was in Bali!",Casa Dasa Boutique Hotel
68,"""Wonderful and Lovely Place""",50,November 2012,"Me and my behalf always Love to stayed at Casa Minha Bali Hotel, every our vacation coz we can get things very easy and the most great is we felt like home,..incredible services, extremely friendly environment and of course very good price,..uppss,..one more things,.. ,..don't ever forget to trying Coffee. Also I had always recommend to all my friends with positive result,.. ;)",Casa Dasa Boutique Hotel
69,Wonderful Experienced,50,December 2012,"I had wonderful experienced at Casa Minha Bali Hotel, incredible services, extremely friendly environment, rooms rate are,so affordable, I felt more like my home cause the staff are so welcoming during my holiday last Christmas and new year, easy access to city center, night clubs, Spas , and much more, i had recommed most of my friends, with the positive feedback.",Casa Dasa Boutique Hotel
70,Lovely place!,50,April 2012,"Me and my business partner stayed here for almost half a year. We could get our room cleaned everytime we wanted and they will also do your laundry! Great service. It's location is perfect: close to a local market, the beach, the shopping street of seminyak. gym and all other benefits! Very good price/quality ratio. Friendly owners who have a great network of local people where you can benefit from. Only downside is that they don't have any breakfast.",Casa Dasa Boutique Hotel
71,Little sanctuary with to satisfy your budget,50,January 2013,"Tried this place once and love it. Been recomended to people ever since. Very clean, AC n hot water work properly and cable TV available as well. For the rate they're over for sure satisfaction guaranteed, located in the heart of Seminyak, you'lllove it!!!",Casa Dasa Boutique Hotel
72,Above and beyond the call of duty!,50,January 2013,"These guys really do take the meaning of outstanding service to a new level. The owners will literally move heaven and earth to help out their guests.

I got stung with a 1.5 million RP fine from the cops for not having an original copy of the registration for a hired scooter. Went back to the hotel and told them of my experience and the owner jumped in the car with me, went back to the cop, took his details and threatened to report him. The guy s*** himself! Ended up getting all my money back!

These guys really treat their guests as if they were their own family. You won't find another hotel as unique in all of Kuta, Seminyak or Denpasar. Find out for yourself!",Casa Dasa Boutique Hotel
